,investor,company,invest_date
47,/organization/ws-investments,/organization/fidelis-security-systems,2005-05-16
149,/organization/j-hunt-holdings,/organization/licketyship,2005-06-13
418,/organization/brocade-communications-systems,/organization/tacit-networks,2005-05-05
488,/organization/mangrove-capital-partners,/organization/securewave,2005-02-03
600,/organization/advanced-technology-ventures,/organization/nominum,2005-03-22
613,/person/ron-conway,/organization/kaboodle,2005-03-01
671,/organization/shea-ventures,/organization/metasolv,2005-05-26
693,/organization/trellis-partners,/organization/genband,2005-03-01
717,/organization/star-ventures,/organization/genband,2005-03-01
793,/organization/silicon-valley-bank,/organization/vhayu-technologies,2005-03-17
886,/organization/quilvest-ventures,/organization/frontier-silicon,2005-02-28
1055,/organization/lothian-partners,/organization/bioaxone-therapeutic,2005-05-20
1170,/organization/sofinnova-partners,/organization/sefas-innovation,2005-05-26
1189,/organization/rre-ventures,/organization/frictionless-commerce,2005-02-07
1291,/organization/summit-partners,/organization/tivoli-audio,2005-05-04
1292,/organization/skylon-advisors,/organization/tropic-networks,2005-05-25
1410,/organization/canopy-group,/organization/cogito,2005-02-24
1441,/organization/firelake-capital-management,/organization/pionetics,2005-02-10
1718,/organization/sequoia-capital,/organization/cafepress,2005-02-01
1875,/organization/mitsui,/organization/rf-code,2005-06-21
2054,/organization/mmv-financial,/organization/nakina-systems,2005-04-19
2297,/organization/dfj-tamir-fishman-ventures,/organization/voltaire,2005-06-06
2378,/organization/industrifonden,/organization/repeatit,2005-06-01
2443,/organization/grnderfonds,/organization/centerpoint-connective-software-engineering,2005-04-01
2689,/organization/ignition-partners,/organization/rlx-technologies,2005-03-15
2708,/organization/foundation-capital,/organization/codefast,2005-03-15
2736,/organization/karolinska-investment-fund,/organization/nsgene,2005-05-02
2774,/organization/alliance-venture,/organization/xceive,2005-06-29
2797,/organization/austin-ventures,/organization/rlx-technologies,2005-03-15
2875,/organization/selby-venture-partners,/organization/skypilot-networks,2005-05-16
2939,/organization/springbank-techventures,/organization/gotacopy,2005-02-19
2964,/organization/m-c-partners,/organization/secure-media-solutions,2005-03-15
3048,/organization/sviluppo-imprese-centro-italia,/organization/yogitech,2005-06-09
3105,/organization/mohr-davidow-ventures,/organization/pixim,2005-06-09
3137,/organization/austin-ventures,/organization/innovative-silicon,2005-06-27
3223,/organization/infinity-equity,/organization/celletra,2005-03-18
3323,/organization/dcm,/organization/fastmobile,2005-05-16
3582,/organization/amadeus-capital-partners,/organization/riskclick,2005-05-23
3865,/organization/ontario-teachers-pension-plan,/organization/entrisphere,2005-05-09
3899,/organization/bankinvest,/organization/borean-pharma,2005-03-23
3941,/organization/noble-fund-managers,/organization/high-integrity-solutions,2005-06-16
3974,/organization/pfizer-venture-investments,/organization/coley-pharmaceutical-group,2005-03-16
4133,/organization/jerusalem-venture-partners,/organization/epos,2005-04-11
4197,/organization/clearstone-venture-partners,/organization/vast,2005-04-01
4320,/organization/nokia-growth-partners,/organization/global-locate,2005-06-02
4370,/organization/general-motors-investment-management,/organization/agility-communications,2005-03-09
4427,/organization/amazon,/organization/delicious,2005-04-01
4525,/organization/menlo-ventures,/organization/ingrian-networks,2005-04-18
4678,/organization/innovations-kapital,/organization/taktio,2005-04-26
4787,/organization/rre-ventures,/organization/tacit-networks,2005-05-05
4832,/person/scott-kurnit,/organization/sphere,2005-04-01
4888,/organization/portage-capital,/organization/medisyn-technologies,2005-02-17
5116,/person/randy-glein,/organization/smartsignal,2005-03-24
5251,/organization/battery-ventures,/organization/blue-flame-data,2005-06-01
5288,/organization/liberty-partners,/organization/padcom,2005-03-01
5338,/organization/isherpa-capital,/organization/tensorcomm,2005-05-31
5528,/organization/platinum-neurone-ventures,/organization/genoa-color-technologies,2005-06-17
5543,/organization/charles-river-ventures,/organization/secure-software,2005-02-10
5576,/organization/horizon-ventures,/organization/alignent-software,2005-03-18
5710,/organization/alice-ventures,/organization/brainsgate,2005-04-11
5906,/organization/xange-private-equity,/organization/sefas-innovation,2005-05-26
6123,/organization/doughty-hanson-technology-ventures,/organization/orchestra-corporation,2005-05-03
6227,/organization/trident-capital,/organization/webify-solutions,2005-06-14
6322,/organization/quest-management-nv,/organization/welcome-real-time,2005-05-03
6370,/organization/maverick-capital,/organization/perlegen-sciences,2005-02-28
6710,/organization/seventysix-capital,/organization/takecare,2005-06-30
6821,/organization/h-i-g-ventures,/organization/lvl7-systems,2005-02-10
6836,/organization/investment-arm,/organization/isd-corporation,2005-05-04
6902,/organization/oyster-funds,/organization/arantech,2005-05-17
7068,/organization/merseyside-special-investment-fund,/organization/cull-micro-imaging,2005-06-07
7145,/organization/vsp-capital,/organization/encentuate,2005-03-22
7213,/organization/siemens-venture-capital,/organization/factory-logic,2005-06-03
7304,/organization/newbury-ventures,/organization/pixim,2005-06-09
7369,/organization/infinity-equity,/organization/whole-optics,2005-05-15
7375,/organization/the-aurora-funds,/organization/nextreme,2005-03-04
7484,/organization/crossbidge-venture-partners,/organization/tropic-networks,2005-05-25
7543,/organization/lothian-partners,/organization/microbridge-technologies-canada,2005-02-11
7705,/person/brad-feld,/organization/loomia,2005-06-01
7814,/organization/dawntreader-ventures,/organization/harbour-networks-holdings,2005-03-03
7854,/organization/techcolumbus-2,/organization/preemptive-solutions,2005-04-13
7965,/organization/gabriel-venture-partners,/organization/encentuate,2005-03-22
8079,/organization/covington-capital,/organization/firsthand-technologies,2005-04-20
8125,/organization/nomura-international,/organization/meriton-networks,2005-06-27
8337,/organization/singapore-bio-innovations,/organization/five-prime-therapeutics,2005-02-08
8413,/organization/star-ventures,/organization/followap,2005-02-22
8545,/person/hadi-partovi,/organization/fonality,2005-06-01
8592,/organization/vf-venture,/organization/taktio,2005-04-26
8653,/organization/walden-international,/organization/fastmobile,2005-05-16
8803,/organization/agf-private-equity-2,/organization/cellectis,2005-06-01
9244,/organization/austin-ventures,/organization/worksoft,2005-05-04
9250,/organization/tvm-capital,/organization/aventeon,2005-02-01
9406,/organization/alps-information-technology-fund,/organization/inphase-technologies,2005-05-01
9458,/organization/crescendo-ventures,/organization/tropic-networks,2005-05-25
9614,/organization/diamond-capital-company,/organization/five-prime-therapeutics,2005-02-08
9818,/organization/benchmark,/organization/jasper-wireless,2005-06-01
9828,/organization/redpoint-ventures,/organization/telasic-communications,2005-03-22
10144,/organization/koor-corporate-venture-capital,/organization/followap,2005-02-22
10231,/organization/siemens-venture-capital,/organization/vpisystems,2005-03-01
10269,/organization/palomar-ventures,/organization/gamma-enterprise-technologies,2005-02-01
10306,/organization/sutter-hill-ventures,/organization/feedburner,2005-04-01
10349,/organization/partech-international,/organization/exfo,2005-03-29
10379,/organization/celtic-house-venture-partners,/organization/tropic-networks,2005-05-25
10394,/organization/sevin-rosen-funds,/organization/neoscale-systems,2005-03-16
10581,/organization/auriga-partners,/organization/theradiag,2005-06-02
10839,/organization/goldman-sachs,/organization/whale-communications,2005-06-09
10992,/organization/ignition-partners,/organization/klir-technologies,2005-06-03
11011,/person/debi-coleman,/organization/reply-com,2005-03-25
11060,/organization/commonwealth-capital-ventures,/organization/accurev,2005-03-07
11283,/organization/cape-securities,/organization/perlegen-sciences,2005-02-28
11294,/organization/adobe-ventures,/organization/arcot-systems,2005-05-10
11368,/organization/corriente-biotechnology-partners,/organization/fibrogen,2005-02-16
11435,/organization/quester-capital,/organization/critical-pharmaceuticals,2005-01-31
11491,/organization/arcturus-capital,/organization/novariant,2005-05-10
11562,/organization/duchossois-technology-partners,/organization/infoblox,2005-04-25
11599,/organization/bay-partners,/organization/wherenet,2005-01-31
11724,/organization/ticonderoga-capital,/organization/brainshark,2005-06-13
11834,/organization/mobius-venture-capital,/organization/loyalty-lab,2005-03-22
12118,/person/john-stanton,/organization/leveragesoftware,2005-05-14
12151,/organization/greylock,/organization/t-networks,2005-02-28
12428,/organization/prospector-equity-capital,/organization/cymphonix,2005-05-12
12751,/organization/advent-international,/organization/gfg-group,2005-02-08
12771,/organization/trident-capital,/organization/arantech,2005-05-17
12781,/organization/telus-ventures,/organization/digit-wireless,2005-03-14
12788,/organization/idg-capital-partners,/organization/emay-softcom,2005-04-01
12865,/person/josh-kopelman,/organization/adchemy,2005-05-10
13139,/organization/spacevest-capital,/organization/telarix,2005-04-26
13273,/organization/the-catalyst-group,/organization/datacert,2005-03-01
13525,/organization/bdc-venture-capital,/organization/colubris,2005-03-08
13593,/organization/accel-partners,/organization/facebook,2005-05-01
13855,/organization/sano-ventures,/organization/perlegen-sciences,2005-02-28
14108,/organization/cdc-innovation,/organization/ipracom,2005-06-02
14176,/organization/best-funds,/organization/agile-systems,2005-05-12
14326,/organization/lehman-brothers-venture-partners,/organization/infoblox,2005-04-25
